13/08/11,Blackburn,Wolves,A
13/08/11,Fulham,Aston Villa,D
13/08/11,Liverpool,Sunderland,D
13/08/11,Newcastle,Arsenal,D
13/08/11,QPR,Bolton,A
13/08/11,Wigan,Norwich,D
14/08/11,Stoke,Chelsea,D
14/08/11,West Brom,Man United,A
15/08/11,Man City,Swansea,H
20/08/11,Arsenal,Liverpool,A
20/08/11,Aston Villa,Blackburn,H
20/08/11,Chelsea,West Brom,H
20/08/11,Everton,QPR,A
20/08/11,Sunderland,Newcastle,A
20/08/11,Swansea,Wigan,D
21/08/11,Bolton,Man City,A
21/08/11,Norwich,Stoke,D
21/08/11,Wolves,Fulham,H
22/08/11,Man United,Tottenham,H
27/08/11,Aston Villa,Wolves,D
27/08/11,Blackburn,Everton,A
27/08/11,Chelsea,Norwich,H
27/08/11,Liverpool,Bolton,H
27/08/11,Swansea,Sunderland,D
27/08/11,Wigan,QPR,H
28/08/11,Man United,Arsenal,H
28/08/11,Newcastle,Fulham,H
28/08/11,Tottenham,Man City,A
28/08/11,West Brom,Stoke,A
10/09/11,Arsenal,Swansea,H
10/09/11,Bolton,Man United,A
10/09/11,Everton,Aston Villa,D
10/09/11,Man City,Wigan,H
10/09/11,Stoke,Liverpool,H
10/09/11,Sunderland,Chelsea,A
10/09/11,Wolves,Tottenham,A
11/09/11,Fulham,Blackburn,D
11/09/11,Norwich,West Brom,A
12/09/11,QPR,Newcastle,D
17/09/11,Aston Villa,Newcastle,D
17/09/11,Blackburn,Arsenal,H
17/09/11,Bolton,Norwich,A
17/09/11,Everton,Wigan,H
17/09/11,Swansea,West Brom,H
17/09/11,Wolves,QPR,A
18/09/11,Fulham,Man City,D
18/09/11,Man United,Chelsea,H
18/09/11,Sunderland,Stoke,H
18/09/11,Tottenham,Liverpool,H
24/09/11,Arsenal,Bolton,H
24/09/11,Chelsea,Swansea,H
24/09/11,Liverpool,Wolves,H
24/09/11,Man City,Everton,H
24/09/11,Newcastle,Blackburn,H
24/09/11,Stoke,Man United,D
24/09/11,West Brom,Fulham,D
24/09/11,Wigan,Tottenham,A
25/09/11,QPR,Aston Villa,D
26/09/11,Norwich,Sunderland,H
01/10/11,Aston Villa,Wigan,H
01/10/11,Blackburn,Man City,A
01/10/11,Everton,Liverpool,A
01/10/11,Man United,Norwich,H
