19/08/06,Arsenal,Aston Villa,D
19/08/06,Bolton,Tottenham,H
19/08/06,Everton,Watford,H
19/08/06,Newcastle,Wigan,H
19/08/06,Portsmouth,Blackburn,H
19/08/06,Reading,Middlesbrough,H
19/08/06,Sheffield United,Liverpool,D
19/08/06,West Ham,Charlton,H
20/08/06,Chelsea,Man City,H
20/08/06,Man United,Fulham,H
22/08/06,Tottenham,Sheffield United,H
22/08/06,Watford,West Ham,D
23/08/06,Aston Villa,Reading,H
23/08/06,Blackburn,Everton,D
23/08/06,Charlton,Man United,A
23/08/06,Fulham,Bolton,D
23/08/06,Man City,Portsmouth,D
23/08/06,Middlesbrough,Chelsea,H
26/08/06,Charlton,Bolton,H
26/08/06,Fulham,Sheffield United,H
26/08/06,Liverpool,West Ham,H
26/08/06,Man City,Arsenal,H
26/08/06,Tottenham,Everton,A
26/08/06,Watford,Man United,A
26/08/06,Wigan,Reading,H
27/08/06,Aston Villa,Newcastle,H
27/08/06,Blackburn,Chelsea,A
28/08/06,Middlesbrough,Portsmouth,A
09/09/06,Arsenal,Middlesbrough,D
09/09/06,Bolton,Watford,H
09/09/06,Chelsea,Charlton,H
09/09/06,Everton,Liverpool,H
09/09/06,Man United,Tottenham,H
09/09/06,Newcastle,Fulham,A
09/09/06,Portsmouth,Wigan,H
09/09/06,Sheffield United,Blackburn,D
10/09/06,West Ham,Aston Villa,D
11/09/06,Reading,Man City,H
16/09/06,Bolton,Middlesbrough,D
16/09/06,Charlton,Portsmouth,A
16/09/06,Everton,Wigan,D
16/09/06,Sheffield United,Reading,A
16/09/06,Watford,Aston Villa,D
17/09/06,Blackburn,Man City,H
17/09/06,Chelsea,Liverpool,H
17/09/06,Man United,Arsenal,A
17/09/06,Tottenham,Fulham,D
17/09/06,West Ham,Newcastle,A
20/09/06,Liverpool,Newcastle,H
23/09/06,Arsenal,Sheffield United,H
23/09/06,Aston Villa,Charlton,H
23/09/06,Fulham,Chelsea,A
23/09/06,Liverpool,Tottenham,H
23/09/06,Man City,West Ham,H
23/09/06,Middlesbrough,Blackburn,A
23/09/06,Reading,Man United,D
23/09/06,Wigan,Watford,D
24/09/06,Newcastle,Everton,D
25/09/06,Portsmouth,Bolton,A
30/09/06,Bolton,Liverpool,H
30/09/06,Charlton,Arsenal,A
30/09/06,Chelsea,Aston Villa,D
30/09/06,Everton,Man City,D
30/09/06,Sheffield United,Middlesbrough,H
01/10/06,Blackburn,Wigan,H
01/10/06,Man United,Newcastle,H
01/10/06,Tottenham,Portsmouth,H
01/10/06,West Ham,Reading,A
02/10/06,Watford,Fulham,D
14/10/06,Arsenal,Watford,H
14/10/06,Aston Villa,Tottenham,D
14/10/06,Liverpool,Blackburn,D
14/10/06,Man City,Sheffield United,D
14/10/06,Middlesbrough,Everton,H
14/10/06,Portsmouth,West Ham,H
14/10/06,Reading,Chelsea,A
14/10/06,Wigan,Man United,A
15/10/06,Newcastle,Bolton,A
16/10/06,Fulham,Charlton,H
21/10/06,Aston Villa,Fulham,D
21/10/06,Charlton,Watford,D
21/10/06,Chelsea,Portsmouth,H
21/10/06,Everton,Sheffield United,H
21/10/06,Wigan,Man City,H
22/10/06,Blackburn,Bolton,A
22/10/06,Man United,Liverpool,H
22/10/06,Middlesbrough,Newcastle,H
22/10/06,Reading,Arsenal,A
22/10/06,Tottenham,West Ham,H
28/10/06,Arsenal,Everton,D
28/10/06,Bolton,Man United,A
28/10/06,Fulham,Wigan,A
28/10/06,Liverpool,Aston Villa,H
28/10/06,Newcastle,Charlton,D
28/10/06,Portsmouth,Reading,H
28/10/06,Sheffield United,Chelsea,A
28/10/06,Watford,Tottenham,D
29/10/06,West Ham,Blackburn,H
30/10/06,Man City,Middlesbrough,H
04/11/06,Bolton,Wigan,A
04/11/06,Charlton,Man City,H
04/11/06,Fulham,Everton,H
04/11/06,Liverpool,Reading,H
04/11/06,Man United,Portsmouth,H
04/11/06,Newcastle,Sheffield United,A
04/11/06,Watford,Middlesbrough,H
05/11/06,Aston Villa,Blackburn,H
05/11/06,Tottenham,Chelsea,H
05/11/06,West Ham,Arsenal,H
11/11/06,Blackburn,Man United,A
11/11/06,Chelsea,Watford,H
11/11/06,Everton,Aston Villa,A
11/11/06,Man City,Newcastle,D
11/11/06,Middlesbrough,West Ham,H
11/11/06,Portsmouth,Fulham,D
11/11/06,Sheffield United,Bolton,D
11/11/06,Wigan,Charlton,H
12/11/06,Arsenal,Liverpool,H
12/11/06,Reading,Tottenham,H
18/11/06,Arsenal,Newcastle,D
18/11/06,Chelsea,West Ham,H
18/11/06,Everton,Bolton,H
18/11/06,Man City,Fulham,H
18/11/06,Middlesbrough,Liverpool,D
18/11/06,Portsmouth,Watford,H
