13/08/05,Aston Villa,Bolton,D
13/08/05,Everton,Man United,A
13/08/05,Fulham,Birmingham,D
13/08/05,Man City,West Brom,D
13/08/05,Middlesbrough,Liverpool,D
13/08/05,Portsmouth,Tottenham,A
13/08/05,Sunderland,Charlton,A
13/08/05,West Ham,Blackburn,H
14/08/05,Arsenal,Newcastle,H
14/08/05,Wigan,Chelsea,A
20/08/05,Birmingham,Man City,A
20/08/05,Blackburn,Fulham,H
20/08/05,Charlton,Wigan,H
20/08/05,Liverpool,Sunderland,H
20/08/05,Man United,Aston Villa,H
20/08/05,Newcastle,West Ham,D
20/08/05,Tottenham,Middlesbrough,H
20/08/05,West Brom,Portsmouth,H
21/08/05,Bolton,Everton,A
21/08/05,Chelsea,Arsenal,H
23/08/05,Birmingham,Middlesbrough,A
23/08/05,Portsmouth,Aston Villa,D
23/08/05,Sunderland,Man City,A
24/08/05,Arsenal,Fulham,H
24/08/05,Blackburn,Tottenham,D
24/08/05,Bolton,Newcastle,H
24/08/05,Chelsea,West Brom,H
27/08/05,Aston Villa,Blackburn,H
27/08/05,Fulham,Everton,H
27/08/05,Man City,Portsmouth,H
27/08/05,Tottenham,Chelsea,A
27/08/05,West Brom,Birmingham,A
27/08/05,West Ham,Bolton,A
27/08/05,Wigan,Sunderland,H
28/08/05,Middlesbrough,Charlton,A
28/08/05,Newcastle,Man United,A
10/09/05,Birmingham,Charlton,A
10/09/05,Chelsea,Sunderland,H
10/09/05,Everton,Portsmouth,A
10/09/05,Man United,Man City,D
10/09/05,Middlesbrough,Arsenal,H
10/09/05,Newcastle,Fulham,D
10/09/05,Tottenham,Liverpool,D
10/09/05,West Brom,Wigan,A
11/09/05,Bolton,Blackburn,D
12/09/05,West Ham,Aston Villa,H
17/09/05,Aston Villa,Tottenham,D
17/09/05,Charlton,Chelsea,A
17/09/05,Fulham,West Ham,A
17/09/05,Portsmouth,Birmingham,D
17/09/05,Sunderland,West Brom,D
18/09/05,Blackburn,Newcastle,A
18/09/05,Liverpool,Man United,D
18/09/05,Man City,Bolton,A
18/09/05,Wigan,Middlesbrough,D
19/09/05,Arsenal,Everton,H
24/09/05,Birmingham,Liverpool,D
