14/08/10,Aston Villa,West Ham,H
14/08/10,Blackburn,Everton,H
14/08/10,Bolton,Fulham,D
14/08/10,Chelsea,West Brom,H
14/08/10,Sunderland,Birmingham,D
14/08/10,Tottenham,Man City,D
14/08/10,Wigan,Blackpool,A
14/08/10,Wolves,Stoke,H
15/08/10,Liverpool,Arsenal,D
16/08/10,Man United,Newcastle,H
21/08/10,Arsenal,Blackpool,H
21/08/10,Birmingham,Blackburn,H
21/08/10,Everton,Wolves,D
21/08/10,Stoke,Tottenham,A
21/08/10,West Brom,Sunderland,H
21/08/10,West Ham,Bolton,A
21/08/10,Wigan,Chelsea,A
22/08/10,Fulham,Man United,D
22/08/10,Newcastle,Aston Villa,H
23/08/10,Man City,Liverpool,H
28/08/10,Blackburn,Arsenal,A
28/08/10,Blackpool,Fulham,D
28/08/10,Chelsea,Stoke,H
28/08/10,Man United,West Ham,H
28/08/10,Tottenham,Wigan,A
28/08/10,Wolves,Newcastle,D
29/08/10,Aston Villa,Everton,H
29/08/10,Bolton,Birmingham,D
29/08/10,Liverpool,West Brom,H
29/08/10,Sunderland,Man City,H
11/09/10,Arsenal,Bolton,H
11/09/10,Everton,Man United,D
11/09/10,Fulham,Wolves,H
11/09/10,Man City,Blackburn,D
11/09/10,Newcastle,Blackpool,A
11/09/10,West Brom,Tottenham,D
11/09/10,West Ham,Chelsea,A
11/09/10,Wigan,Sunderland,D
12/09/10,Birmingham,Liverpool,D
13/09/10,Stoke,Aston Villa,H
18/09/10,Aston Villa,Bolton,D
18/09/10,Blackburn,Fulham,D
18/09/10,Everton,Newcastle,A
18/09/10,Stoke,West Ham,D
18/09/10,Sunderland,Arsenal,D
18/09/10,Tottenham,Wolves,H
18/09/10,West Brom,Birmingham,H
19/09/10,Chelsea,Blackpool,H
19/09/10,Man United,Liverpool,H
19/09/10,Wigan,Man City,A
25/09/10,Arsenal,West Brom,A
25/09/10,Birmingham,Wigan,D
25/09/10,Blackpool,Blackburn,A
25/09/10,Fulham,Everton,D
25/09/10,Liverpool,Sunderland,D
25/09/10,Man City,Chelsea,H
25/09/10,West Ham,Tottenham,H
26/09/10,Bolton,Man United,D
26/09/10,Newcastle,Stoke,A
26/09/10,Wolves,Aston Villa,A
02/10/10,Birmingham,Everton,A
02/10/10,Stoke,Blackburn,H
02/10/10,Sunderland,Man United,D
02/10/10,Tottenham,Aston Villa,H
02/10/10,West Brom,Bolton,D
02/10/10,West Ham,Fulham,D
02/10/10,Wigan,Wolves,H
03/10/10,Chelsea,Arsenal,H
03/10/10,Liverpool,Blackpool,A
03/10/10,Man City,Newcastle,H
16/10/10,Arsenal,Birmingham,H
16/10/10,Aston Villa,Chelsea,D
16/10/10,Bolton,Stoke,H
16/10/10,Fulham,Tottenham,A
